relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length,p2_length,features,weights
20675652@1_7-20675652@1_41,20675652@1,Carlos Holguín Mallarino-Rafael,,0.494,"{Carlos,Holgu,n,Mallarino,Carlos,Holgu,n,Mallarino,-LRB-,11,June,1832,-,19,October,1894,-RRB-,was,a,Colombian,lawyer,"","",journalist,and,politician,who,became,President,of,Colombia,between,1888,and,1892,"","",acting,in,the,absence,of,President,Rafael,N,ez,.}",7,1,41,1,1,"{people_between_bucket=0,NGRAM_1_[become],NGRAM_1_[politician],NGRAM_1_[journalist],NGRAM_1_[11],NGRAM_1_[-]}","{-0.866341,0.428981,0.306344,0.214932,0.155637,-0.148148}"
9109670@13_3-9109670@13_31,9109670@13,Sofia Talvik-Moderaterna,,0.064,"{In,2010,"","",Talvik,-LRB-,along,with,Wille,Crafoord,and,Mange,Schmidt,-RRB-,performed,an,official,song,for,the,Swedish,election,"","",supporting,the,Prime,Minister,and,the,leading,Swedish,party,Moderaterna,.}",3,1,31,1,1,"{people_between_bucket=2,NGRAM_1_[lead],NGRAM_1_[official],NGRAM_1_[song],NGRAM_1_[support],NGRAM_1_[party]}","{-1.84245,-0.587704,-0.262083,0.207644,0.148137,-0.128081}"
299649@8_0-299649@8_23,299649@8,Felix de Weldon-Ludo Hartman,,0.356,"{De,Weldon,first,received,notice,as,a,sculptor,at,the,age,of,17,"","",with,his,statue,of,Austrian,educator,and,diplomat,Professor,Ludo,Hartman,.}",0,2,23,2,2,"{people_between_bucket=0,NGRAM_1_[age],NGRAM_1_[educator],NGRAM_1_[first],NGRAM_1_[receive],NGRAM_1_[sculptor]}","{-0.866341,-0.307015,0.249795,0.152989,-0.137753,0.125235}"
26281999@8_36-26281999@8_30,26281999@8,Wu Liuqi-Zha Jizuo,,0.356,"{The,scholar,Wang,Shizhen,-LRB-,-RRB-,wrote,about,Wu,Liuqi,in,``,Wu,Shunke,Liuqi,Biezhuan,'',-LRB-,-RRB-,"","",claiming,that,when,Wu,was,a,teenager,"","",he,met,Zha,Jizuo,"","",who,commented,that,Wu,was,``,an,extraordinary,man,'',-LRB-,-RRB-,.}",36,1,30,2,2,"{INV_NGRAM_1_[comment],""INV_BETW_L_[nsubj ccomp rcmod]"",""INV_BETW_D_[nsubj man ccomp comment rcmod]"",""INV_BETW_[nsubj man ccomp comment rcmod]""}","{-0.426199,-0.153419,-0.00139653,-0.00139653}"
6741289@24_4-6741289@24_10,6741289@24,John Blaisdell Corliss-Dorothy Montgomery,,1,"{In,November,1917,"","",Corliss,married,his,second,wife,"","",Dorothy,Montgomery,.}",4,1,10,2,2,"{NGRAM_1_[marry],NGRAM_1_[wife],""BETW_L_[nsubj dobj appos]"",people_between_bucket=0,""NGRAM_2_[second wife]"",NGRAM_1_[second]}","{3.94937,2.90453,0.901896,-0.866341,0.354741,0.125443}"
4346608@37_0-4346608@37_17,4346608@37,Mac Danzig-Danzig,f,0.098,"{Danzig,faced,Takanori,Gomi,on,November,10,"","",2012,at,UFC,on,Fuel,TV,6,"","",with,Danzig,losing,in,a,split,decision,.}",0,1,17,1,1,"{people_between_bucket=2,NGRAM_1_[face],NGRAM_1_[tv],NGRAM_1_[2012],NGRAM_1_[10],""BETW_L_[nsubj prepc_with nsubj]""}","{-1.84245,-0.58407,0.399923,-0.279888,-0.218328,0.180031}"
23687283@23_0-23687283@23_12,23687283@23,Jan Oblak-Thibaut Courtois,,0.362,"{Oblak,moved,to,Madrid,on,a,six-year,deal,as,a,replacement,for,Thibaut,Courtois,"","",who,Jos,Mourinho,intended,to,keep,at,Chelsea,.}",0,1,12,2,2,"{people_between_bucket=0,NGRAM_1_[move],NGRAM_1_[deal],NGRAM_1_[replacement],""BETW_L_[nsubj prep_as prep_for]"",NGRAM_1_[six-year]}","{-0.866341,0.20972,-0.1742,0.171451,0.0423946,0.0125766}"
4402333@9_1-4402333@9_8,4402333@9,Ralph Gilles-Giselle Mouscardy,,0.268,"{When,Gilles,was,14,"","",an,aunt,-LRB-,Giselle,Mouscardy,-RRB-,noticed,he,was,talented,at,sketching,cars,and,wrote,to,former,Chrysler,Chairman,Lee,Iacocca,to,inform,him,of,her,nephew,'s,talents,.}",1,1,8,2,2,"{people_between_bucket=0,NGRAM_1_[aunt],""BETW_L_[nsubj advcl nsubj appos]"",NGRAM_1_[14],""BETW_[nsubj 14 advcl notice nsubj aunt appos]"",""BETW_D_[nsubj 14 advcl notice nsubj aunt appos]""}","{-0.866341,-0.298532,0.114889,0.104325,0.00488522,0.00488522}"
1001297@59_16-1001297@59_2,1001297@59,Ben Iden Payne-Stevens,,0.364,"{In,1925,Stevens,departed,Carnegie,to,manage,the,newly,created,Goodman,Theatre,in,Chicago,"","",and,Payne,succeeded,him,as,Chairman,of,the,Drama,Department,.}",16,1,2,1,1,"{INV_NGRAM_1_[create],""INV_BETW_L_[nsubj conj_and nsubj]"",INV_NGRAM_1_[manage],INV_NGRAM_1_[newly],""INV_BETW_D_[nsubj succeed conj_and depart nsubj]"",""INV_NGRAM_2_[newly create]""}","{-0.447283,-0.26993,0.199289,-0.0140747,0.00376215,0.00376215}"
1408557@12_2-1408557@12_36,1408557@12,Don Zagier-Fourier,,0.054,"{Hirzebruch,and,Zagier,coauthored,``,Intersection,numbers,of,curves,on,Hilbert,modular,surfaces,and,modular,forms,of,Nebentypus,"","",'',where,they,proved,that,intersection,numbers,of,algebraic,cycles,on,a,Hilbert,modular,surface,occur,as,Fourier,coefficients,of,a,modular,form,.}",2,1,36,1,1,"{people_between_bucket=2,NGRAM_1_[number],NGRAM_1_[form],NGRAM_1_[coauthor],NGRAM_1_[occur],NGRAM_1_[surface]}","{-1.84245,-0.403287,-0.363581,0.131828,-0.0890182,-0.0682052}"
612254@10_0-612254@10_8,612254@10,Al Kooper-Dylan,,0.11,"{Kooper,also,played,the,Hammond,organ,riffs,on,Dylan,'s,``,Like,a,Rolling,Stone,'',.}",0,1,8,1,1,"{people_between_bucket=1,NGRAM_1_[play],""BETW_L_[nsubj prep_on]"",NGRAM_1_[also],""NGRAM_2_[also play]"",NGRAM_1_[organ]}","{-1.41558,-0.611985,0.0694107,-0.0555491,-0.0146972,-0.0102481}"
16897004@7_0-16897004@7_10,16897004@7,Adam Hollander-Kenny,,0.214,"{Hollander,'s,film,debut,was,``,The,City,'',playing,Kenny,.}",0,1,10,1,1,"{people_between_bucket=0,NGRAM_1_[play],""NGRAM_2_[film debut]"",NGRAM_1_[film],""NGRAM_2_['s film]"",NGRAM_1_[debut]}","{-0.866341,-0.611985,-0.262029,0.261861,0.250437,-0.102725}"
28134677@25_5-28134677@25_17,28134677@25,David Luckie-Alfred Saunders,,0.08,"{In,the,1872,election,"","",Luckie,had,gained,307,votes,against,James,Crowe,Richmond,'s,156,and,Alfred,Saunders,'s,74,.}",5,1,17,2,2,"{people_between_bucket=2,NGRAM_1_[vote],NGRAM_1_[gain],NGRAM_1_['s],""BETW_L_[nsubj prep_against conj_and]"",NGRAM_1_[307]}","{-1.84245,-0.292094,-0.202495,-0.0459589,-0.0102959,-0.00238012}"
14907634@1_0-14907634@1_4,14907634@1,George M. Galambos-George Galambos,,0.096,"{George,M.,Galambos,Dr.,George,Galambos,born,in,Budapest,"","",is,a,computer,engineer,.}",0,3,4,2,2,"{people_between_bucket=0,BETW_D_[nn],BETW_L_[nn],BETW_[nn]}","{-0.866341,-0.442094,-0.440644,-0.44054}"
41522927@14_0-41522927@14_4,41522927@14,Eleonora Abbagnato-Federico Balzaretti,t,0.998,"{Abbagnato,married,soccer,player,Federico,Balzaretti,on,June,13,"","",2011,.}",0,1,4,2,2,"{NGRAM_1_[marry],""BETW_D_[nsubj marry dobj]"",""BETW_[nsubj marry dobj]"",""BETW_L_[nsubj dobj]"",people_between_bucket=0,NGRAM_1_[player]}","{3.94937,1.39577,1.39577,1.04039,-0.866341,0.272414}"
40790292@5_0-40790292@5_25,40790292@5,Simon Tamblyn-Tape Hiss,,0.188,"{Tamblyn,continued,to,record,and,write,material,and,by,the,time,he,joined,The,Sleepers,in,2003,"","",had,enough,songs,to,later,inject,into,Tape,Hiss,and,Sparkle,.}",0,1,25,2,2,"{people_between_bucket=0,NGRAM_1_[continue],NGRAM_1_[join],NGRAM_1_[write],NGRAM_1_[record],NGRAM_1_[song]}","{-0.866341,-0.470583,-0.283171,0.244294,-0.240502,0.207644}"
27167088@28_26-27167088@28_7,27167088@28,Barbara Frale-Torre,,0.378,"{This,essay,received,the,national,prize,``,Torre,di,Castruccio,'',for,the,year,2010,"","",section,of,Letter,"","",and,the,National,Cultural,Prize,Brava,Barbara,!}",26,1,7,1,1,"{INV_NGRAM_1_[year],INV_NGRAM_1_[letter],""INV_BETW_L_[conj_and nn]"",INV_NGRAM_1_[di],""INV_NGRAM_2_[year 2010]"",INV_NGRAM_1_[2010]}","{0.313813,-0.30541,-0.162155,-0.107798,-0.105979,-0.0984368}"
2406351@40_41-2406351@40_30,2406351@40,Juan Encarnación-John Mozeliak,,0.288,"{On,May,2,"","",2008,"","",during,a,web,chat,hosted,by,MLB,and,the,St.,Louis,Cardinals,for,fans,to,talk,with,the,team,'s,new,general,manager,"","",John,Mozeliak,"","",a,question,was,asked,regarding,the,possibility,of,Encarnaci,n,returning,to,the,team,.}",41,1,30,2,2,"{INV_NGRAM_1_[ask],INV_NGRAM_1_[question],INV_NGRAM_1_[possibility],INV_NGRAM_1_[regard],""INV_BETW_D_[nn n prep_of possibility dobj regard xcomp ask vmod question appos]"",""INV_BETW_L_[nn prep_of dobj xcomp vmod appos]""}","{-0.481643,-0.188804,-0.0197163,-0.0157864,-0.000726349,-0.000726349}"
8194760@52_3-8194760@52_9,8194760@52,Frank McEwen-Mary McFadden,,1,"{In,1969,"","",McEwen,married,the,future,fashion,designer,Mary,McFadden,"","",the,former,wife,of,Philip,Harari,.}",3,1,9,2,2,"{NGRAM_1_[marry],""BETW_[nsubj marry dobj]"",""BETW_D_[nsubj marry dobj]"",""BETW_L_[nsubj dobj]"",people_between_bucket=0,NGRAM_1_[designer]}","{3.94937,1.39577,1.39577,1.04039,-0.866341,0.402355}"
15198278@9_28-15198278@9_24,15198278@9,Anton Gelonkin-Anthony Peyton,,0.468,"{In,late,2004,police,had,raided,the,gang,'s,presence,in,Barcelona,"","",arresting,Andreas,Fuhrmann,and,issuing,an,Interpol,international,arrest,warrant,for,Anthony,Peyton,-LRB-,alias,Gelonkin,-RRB-,.}",28,1,24,2,2,"{""INV_BETW_L_[dobj dep]"",INV_NGRAM_1_[alia],""INV_WORD_SEQ_[-LRB- alias]"",""INV_BETW_[dobj alia dep]"",""INV_BETW_D_[dobj alia dep]""}","{-0.272861,0.142009,0.00759286,0.00759286,0.00759286}"
7325360@1_16-7325360@1_0,7325360@1,Sandro Mendes-Sandro Mendes Sandro Miguel Laranjeira Mendes,f,0.022,"{Sandro,Mendes,Sandro,Miguel,Laranjeira,Mendes,-LRB-,born,4,February,1977,-RRB-,"","",simply,known,as,Sandro,"","",is,a,Cape,Verdean,retired,footballer,.}",16,1,0,6,6,"{INV_NGRAM_1_[know],INV_NGRAM_1_[bear],INV_NGRAM_1_[simply],""INV_BETW_L_[prep_as vmod]"",""INV_BETW_D_[prep_as know vmod]"",""INV_BETW_[prep_as know vmod]""}","{-1.22072,-0.744372,-0.486375,-0.405261,-0.404926,-0.404926}"
44637279@8_1-44637279@8_4,44637279@8,Min Shin Saw of Thayet-Shin Myat Hla,,0.996,"{Min,Shin,Saw,married,Shin,Myat,Hla,of,Prome,"","",his,second,cousin,and,the,niece,of,the,brothers,.}",1,2,4,3,3,"{NGRAM_1_[married],WORD_SEQ_[married],people_between_bucket=0,BETW_L_[dobj],BETW_D_[dobj],BETW_[dobj]}","{3.32664,1.70171,-0.866341,0.0771603,0.0771603,0.0771603}"
1443971@63_11-1443971@63_13,1443971@63,Amir Abdullah Khan Niazi-Tikka Khan,,0.25,"{Only,on,returning,to,Pakistan,as,a,prisoner,of,war,did,Niazi,criticize,Tikka,Khan,and,Rao,Farman,.}",11,1,13,2,2,"{people_between_bucket=0,NGRAM_1_[criticize],""BETW_L_[dobj dobj]"",WORD_SEQ_[criticize],""BETW_D_[dobj criticize dobj]"",""BETW_[dobj criticize dobj]""}","{-0.866341,-0.273958,0.0101169,-0.000824846,-0.000824846,-0.000824846}"
31807163@14_0-31807163@14_7,31807163@14,Liam Bonner-Morales,,0.114,"{Bonner,'s,Metropolitan,Opera,debut,was,playing,Morales,in,Carmen,in,2010,"","",and,later,"","",Horatio,in,Hamlet,which,was,one,of,the,Metropolitan,Opera,'s,HD,broadcasts,that,season,.}",0,1,7,1,1,"{people_between_bucket=0,NGRAM_1_[play],""BETW_L_[poss nsubj dobj]"",NGRAM_1_[debut],NGRAM_1_['s],""BETW_D_[poss debut nsubj play dobj]""}","{-0.866341,-0.611985,-0.205878,-0.102725,-0.0459589,0.00110278}"
33086646@22_2-33086646@22_7,33086646@22,Bob Curnow-Stan Kenton,,0.24,"{By,1971,Curnow,was,contacted,again,by,Stan,Kenton,to,do,the,arrangements,for,a,new,concept,"","",double,LP,"","",``,National,Anthems,Of,The,World,'',.}",2,1,7,2,2,"{people_between_bucket=0,NGRAM_1_[contact],""BETW_L_[agent agent]"",""BETW_[agent contact agent]"",""BETW_D_[agent contact agent]""}","{-0.866341,-0.0789289,-0.0088533,-0.0088533,-0.0088533}"
16812357@102_11-16812357@102_4,16812357@102,Steph Davis-Ryan Minton,,0.364,"{Famous,among,climbers,"","",Ryan,Minton,explains,in,his,article,about,Davis,',achievement,that,``,The,Diamond,is,one,of,the,most,revered,alpine,walls,in,North,America,'',and,all,of,the,climbing,routes,on,it,are,extremely,difficult,.}",11,1,4,2,2,"{INV_NGRAM_1_[article],INV_NGRAM_1_[explain],""INV_BETW_L_[poss prep_about prep_in nsubj prep_among appos]""}","{-0.28524,-0.214464,0.0130617}"
36208138@1_0-36208138@1_38,36208138@1,Charles d'Aiguebelle-Berry,,0.122,"{Charles,d'Aiguebelle,Charles,d'Aiguebelle,is,noted,for,his,single,publication,'',``,Homographie,...,Choix,de,vingt,Plantes,indig,nes,et,coloniales,'','',published,in,Paris,in,1828,by,Fain,"","",and,dedicated,to,the,Duchess,de,Berry,.}",0,2,38,1,1,"{people_between_bucket=2,NGRAM_1_[de],NGRAM_1_[publish],NGRAM_1_[note],NGRAM_1_[single],NGRAM_1_[...]}","{-1.84245,-0.374676,0.339073,-0.263967,0.140509,-0.0831109}"
5424673@6_15-5424673@6_5,5424673@6,John Emory Andrus-Mary,,0.398,"{They,had,nine,children,"","",Mary,"","",William,"","",Edith,"","",Margaret,"","",Jesamine,"","",John,"","",Hamlin,"","",Ida,"","",and,Helen,.}",15,1,5,1,1,"{""INV_BETW_L_[appos nn]""}",{-0.460861}
1357437@8_0-1357437@8_20,1357437@8,James Keelaghan-Silverman,,0.148,"{Keelaghan,studied,history,at,the,University,of,Calgary,and,two,of,his,influences,there,were,Drs.,Margaret,J.,Osler,and,Silverman,.}",0,1,20,1,1,"{people_between_bucket=2,NGRAM_1_[two],NGRAM_1_[influence],NGRAM_1_[study],NGRAM_1_[history],""BETW_L_[amod expl dep conj_and]""}","{-1.84245,0.567792,-0.271117,-0.194059,-0.0371869,0.00526689}"
373170@1_0-373170@1_9,373170@1,Ramona-Helen Hunt Jackson,,0.514,"{Ramona,Ramona,is,an,1884,American,novel,written,by,Helen,Hunt,Jackson,.}",0,1,9,3,3,"{people_between_bucket=1,NGRAM_1_[american],NGRAM_1_[write],NGRAM_1_[novel],NGRAM_1_[1884],""BETW_L_[nn nsubj vmod agent]""}","{-1.41558,0.980553,0.244294,0.158013,-0.0301196,0.00987747}"
3137245@36_27-3137245@36_25,3137245@36,Nehemiah-Ezra,,0.662,"{it,seems,this,was,true,at,the,time,the,Talmud,was,compiled,"","",it,is,not,the,case,in,modern,Hebrew,Bibles,"","",in,which,Ezra,and,Nehemiah,each,has,his,own,book,.}",27,1,25,1,1,"{INV_BETW_[conj_and],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and]}","{0.233146,0.232993,0.232978}"
13806078@7_0-13806078@7_24,13806078@7,K. Seshadri Iyer-Diwan,,0.242,"{Seshadri,Iyer,joined,the,services,of,the,Mysore,kingdom,in,1868,and,served,as,a,district,magistrate,and,later,as,Personal,Secretary,to,the,Diwan,"","",Rungacharlu,before,being,appointed,Diwan,himself,.}",0,2,24,1,1,"{people_between_bucket=0,NGRAM_1_[join],NGRAM_1_[district],NGRAM_1_[1868],NGRAM_1_[later],NGRAM_1_[service]}","{-0.866341,-0.283171,-0.237069,0.143365,-0.128557,0.0712503}"
4368414@27_3-4368414@27_7,4368414@27,Blanche Parry-Wills,,0.592,"{Lord,Burghley,supervised,Blanche,Parry,'s,two,Wills,"","",and,his,notes,in,his,own,handwriting,survive,for,her,first,Will,of,1578,.}",3,2,7,1,1,"{people_between_bucket=0,NGRAM_1_[two],BETW_L_[poss],BETW_[poss],BETW_D_[poss],""NGRAM_2_['s two]""}","{-0.866341,0.567792,0.245277,0.245071,0.244866,-0.0758376}"
8964924@8_5-8964924@8_37,8964924@8,Mark B. Madsen-Miller,,0.144,"{Since,relocating,to,Utah,"","",Madsen,has,worked,for,Larry,H.,Miller,Management,in,the,Legal,Department,"","",as,Project,Manager,in,the,commercial,real,estate,division,"","",and,on,other,assorted,projects,as,assigned,by,Mr.,Miller,.}",5,1,37,1,1,"{people_between_bucket=2,NGRAM_1_[commercial],NGRAM_1_[work],NGRAM_1_[assign],NGRAM_1_[estate],NGRAM_1_[real]}","{-1.84245,-0.317086,0.23015,-0.107464,0.0822121,0.0820209}"
545351@14_26-545351@14_9,545351@14,Brian Herbert-Jan Herbert,t,0.628,"{Married,since,1967,"","",Herbert,and,his,wife,"","",Jan,Herbert,"","",have,three,daughters,named,Julie,"","",Kim,"","",and,Margaux,Beverly,-LRB-,named,after,Herbert,'s,mother,"","",Beverly,Ann,Stuart-Herbert,-RRB-,.}",26,1,9,2,2,"{INV_NGRAM_1_[daughter],INV_NGRAM_1_[name],INV_NGRAM_1_[three],""INV_NGRAM_2_[three daughter]"",""INV_NGRAM_3_[three daughter name]"",""INV_NGRAM_2_[daughter name]""}","{0.64573,-0.545694,0.307799,0.129965,0.0113471,0.0113471}"
977486@33_0-977486@33_20,977486@33,William McGregor Paxton-Edmund Charles Tarbell,,0.098,"{Paxton,is,one,the,Boston,School,artists,and,co-founder,of,The,Guild,of,Boston,Artists,with,Frank,Weston,Benson,and,Edmund,Charles,Tarbell,.}",0,1,20,3,3,"{people_between_bucket=2,NGRAM_1_[one],NGRAM_1_[co-founder],NGRAM_1_[artist],""BETW_L_[nsubj dep prep_of prep_with conj_and]"",NGRAM_1_[guild]}","{-1.84245,-0.205305,0.124129,-0.0568027,-0.00171708,0.00150598}"
37417177@7_2-37417177@7_16,37417177@7,"Lauren ""Deac"" Lyman-Charles Lindbergh",,0.252,"{In,1927,Lyman,was,named,aviation,editor,and,one,of,the,first,stories,he,covered,was,Charles,Lindbergh,'s,non-stop,``,New,York,to,Paris,'',solo,flight,in,May,1927,;,the,two,remained,friends,for,45,years,"","",to,Lyman,'s,death,in,1972,.}",2,1,16,2,2,"{people_between_bucket=0,NGRAM_1_[one],NGRAM_1_[story],NGRAM_1_[first],NGRAM_1_[name],NGRAM_1_[cover]}","{-0.866341,-0.205305,-0.161433,0.152989,0.128737,-0.104682}"
42269179@14_3-42269179@14_38,42269179@14,Kimberly Metz-Vaja,,0.082,"{In,2012,"","",Metz,directed,for,the,American,Red,Cross,PSA,campaign,commercial,for,disaster,relief,featuring,Elisabeth,R,hm,<br>,In,2013,"","",Metz,directed,a,music,video,for,``,We,Found,Love,'',by,recording,artist,Vaja,Articles,.}",3,1,38,1,1,"{people_between_bucket=2,NGRAM_1_[love],NGRAM_1_[direct],NGRAM_1_[commercial],NGRAM_1_[feature],NGRAM_1_[find]}","{-1.84245,0.520439,0.502812,-0.317086,-0.309614,-0.255165}"
542511@59_4-542511@59_11,542511@59,Matthew Modine-Matthew Modine,f,0.28,"{In,fall,2013,"","",Matthew,starred,in,a,self-parodying,comedy,``,Matthew,Modine,Saves,the,Alpacas,.,''}",4,1,11,2,2,"{people_between_bucket=0,NGRAM_1_[comedy],NGRAM_1_[star],""BETW_L_[nsubj prep_in dep nsubj]"",""BETW_[nsubj star prep_in comedy dep save nsubj]"",NGRAM_1_[self-parodying]}","{-0.866341,-0.17856,0.126191,-0.048154,0.00110417,0.00110417}"
