relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length,p2_length,features,weights
31364446@1_0-31364446@1_15,31364446@1,George Odhiambo-Gor Mahia,,0.118,"{George,Odhiambo,George,``,Blackberry,'',Odhiambo,Ogutu,is,a,Kenyan,footballer,currently,playing,for,Gor,Mahia,in,the,Kenyan,Premier,League,.}",0,2,15,2,2,"{people_between_bucket=2,NGRAM_1_[play],NGRAM_1_[currently],NGRAM_1_[footballer],""BETW_L_[nn nsubj vmod prep_for]"",""NGRAM_2_[footballer currently]""}","{-1.89504,-0.530818,0.249454,-0.0326312,0.014249,-0.0123291}"
2037676@5_7-2037676@5_3,2037676@5,Alfred Newton Richards-Franklin Delano Roosevelt,,0.278,"{In,1941,President,Franklin,Delano,Roosevelt,appointed,Richards,chairman,of,the,Committee,on,Medical,Research,.}",7,1,3,3,3,"{INV_NGRAM_1_[appoint],INV_WORD_SEQ_[appointed],""INV_BETW_L_[nn dep nsubj]"",""INV_BETW_D_[nn chairman dep appoint nsubj]"",""INV_BETW_[nn chairman dep appoint nsubj]""}","{-0.596767,-0.279951,-0.200342,-0.000858593,-0.000858593}"
186184@65_24-186184@65_28,186184@65,Adi Shankara-Padmapadacharya,,0.348,"{The,``,Madhaviya,Shankaravijayam,'',says,that,when,Shankara,was,about,to,be,sacrificed,by,a,Kapalika,"","",the,god,Narasimha,appeared,to,save,Shankara,in,response,to,Padmapadacharya,'s,prayer,to,him,.}",24,1,28,1,1,"{people_between_bucket=0,NGRAM_1_[response],""BETW_L_[dobj prep_in prep_to poss]"",""BETW_D_[dobj save prep_in response prep_to prayer poss]"",""BETW_[dobj save prep_in response prep_to prayer poss]""}","{-0.793769,0.0499248,0.00726352,0.00726352,0.00726352}"
8696053@39_3-8696053@39_32,8696053@39,Sam Irvin-Stella Stevens,,0.094,"{For,television,"","",Irvin,directed,several,episodes,of,Comedy,Central,'s,``,Strip,Mall,'',starring,Julie,Brown,"","",Cindy,Williams,"","",Jim,O'Heir,"","",Carolyn,Hennesy,"","",Maxwell,Caulfield,"","",and,Stella,Stevens,.}",3,1,32,2,2,"{people_between_bucket=2,NGRAM_1_[episode],NGRAM_1_[direct],NGRAM_1_[star],NGRAM_1_[several],""BETW_L_[nsubj dobj conj_and]""}","{-1.89504,-0.329967,0.277821,-0.143516,-0.104444,0.103524}"
18066225@9_0-18066225@9_12,18066225@9,Michelle Lemmons-Poscente-Charles Kuralt,,0.354,"{Lemmons,unexpectedly,founded,International,Speakers,Bureau,in,1993,after,booking,the,late,Charles,Kuralt,.}",0,1,12,2,2,"{people_between_bucket=0,NGRAM_1_[1993],""BETW_L_[nsubj prepc_after dobj]"",NGRAM_1_[speaker],NGRAM_1_[late],NGRAM_1_[found]}","{-0.793769,0.117437,-0.0967486,0.0786585,0.0657768,-0.0409971}"
10446419@7_0-10446419@7_20,10446419@7,Seamus Haji-Mika,,0.104,"{Haji,has,worked,with,many,of,the,biggest,names,in,music,"","",including,Mariah,Carey,"","",Rihanna,"","",Moby,"","",Mika,and,most,recently,"","",Jamiroquai,and,Estelle,.}",0,1,20,1,1,"{people_between_bucket=2,NGRAM_1_[work],NGRAM_1_[include],NGRAM_1_[music],NGRAM_1_[many],NGRAM_1_[biggest]}","{-1.89504,0.180371,-0.148421,-0.145618,0.0984267,0.0543672}"
3707670@33_4-3707670@33_6,3707670@33,Jelle Klaasen-Terry Jenkins,,0.226,"{On,26,March,"","",Klaasen,defeated,Terry,Jenkins,8-6,to,finally,record,his,first,victory,in,the,competition,.}",4,1,6,2,2,"{""BETW_L_[nsubj dobj]"",people_between_bucket=0,NGRAM_1_[defeat],""BETW_[nsubj defeat dobj]"",""BETW_D_[nsubj defeat dobj]"",WORD_SEQ_[defeated]}","{0.934511,-0.793769,-0.618167,-0.334686,-0.334686,-0.106502}"
4855106@10_19-4855106@10_27,4855106@10,Domnall mac Áedo-Ruaidr Ua Conchobair,,0.25,"{The,original,writer,of,the,Annals,of,Ulster,named,just,twelve,``,kings,of,Ireland,'',"","",starting,with,Domnall,in,628,642,"","",and,ending,with,Ruaidr,Ua,Conchobair,in,1166,1186,.}",19,1,27,3,3,"{people_between_bucket=0,NGRAM_1_[end],""BETW_L_[prep_with vmod prep_of dobj conj_and prep_with]"",""NGRAM_2_[628 642]"",NGRAM_1_[628],NGRAM_1_[642]}","{-0.793769,-0.110965,-0.0072226,-0.0072226,-0.0072226,-0.0072226}"
1315673@31_13-1315673@31_18,1315673@31,Mick Green-Brad,,0.34,"{Fellow,Pirate,shipmate,and,close,friend,Johnny,Spence,closed,the,evening,together,with,Mick,'s,two,sons,-LRB-,Brad,on,guitar,and,Lloyd,on,bass,-RRB-,performing,several,of,the,Pirates,',back,catalogue,to,an,enthusiastic,crowd,.}",13,1,18,1,1,"{people_between_bucket=0,NGRAM_1_[son],NGRAM_1_[two],""NGRAM_2_[two son]"",NGRAM_1_['s],""BETW_L_[poss dep]""}","{-0.793769,-0.589658,0.376108,0.308038,-0.0815833,-0.076913}"
3173768@11_3-3173768@11_30,3173768@11,"Luis ""Perico"" Ortiz-Tito Puente",,0.678,"{In,1970,"","",Ortiz,moved,to,New,York,City,and,gained,recognition,as,a,talented,trumpet,player,"","",composer,"","",arranger,and,producer,for,his,work,with,the,likes,of,Tito,Puente,"","",Mongo,Santamar,a,"","",Fania,All,Stars,"","",Blondie,and,David,Bowie,.}",3,1,30,2,2,"{people_between_bucket=0,NGRAM_1_[producer],NGRAM_1_[move],NGRAM_1_[work],NGRAM_1_[gain],NGRAM_1_[composer]}","{-0.793769,0.733499,0.467976,0.180371,-0.122729,0.112634}"
360120@7_7-360120@7_4,360120@7,Michael Tilson Thomas-Friedelind Wagner,,0.514,"{As,a,student,of,Friedelind,Wagner,"","",Tilson,Thomas,was,a,Musical,Assistant,and,Assistant,Conductor,at,the,Bayreuth,Festival,.}",7,2,4,2,2,"{""INV_BETW_L_[nsubj prep_as prep_of]""}",{0.00883261}
208403@71_15-208403@71_7,208403@71,Margaret Douglas-Pamela Hill,,0.306,"{A,historical,fiction,The,Green,Salamander,by,Pamela,Hill,describes,a,biography,as,seen,from,Margaret,Douglas,'s,perspective,.}",15,2,7,2,2,"{INV_NGRAM_1_[see],INV_NGRAM_1_[describe],INV_NGRAM_1_[biography],""INV_BETW_L_[poss prep_from advcl nsubj prep_by]"",""INV_BETW_D_[poss perspective prep_from see advcl describe nsubj fiction prep_by]"",""INV_BETW_[poss perspective prep_from see advcl describe nsubj fiction prep_by]""}","{-0.381118,-0.258891,-0.237623,0.000836291,0.000836291,0.000836291}"
2253584@32_7-2253584@32_23,2253584@32,Orville Schell-Michael Pollan,,0.112,"{During,his,tenure,at,UC,Berkeley,"","",Schell,was,responsible,for,the,hirings,of,Christopher,Hitchens,"","",Michael,Lewis,"","",Cynthia,Gorney,"","",Michael,Pollan,"","",Louis,Rossetto,"","",Charles,Ferguson,"","",Barbara,Ehrenreich,"","",Mark,Danner,"","",Steve,Wasserman,"","",Stephen,Talbot,and,Tom,Engelhardt,"","",among,others,.}",7,1,23,2,2,"{people_between_bucket=2,NGRAM_1_[responsible],""BETW_L_[nsubj prep_for appos]"",""BETW_[nsubj responsible prep_for hiring appos]"",""BETW_D_[nsubj responsible prep_for hiring appos]"",NGRAM_1_[hiring]}","{-1.89504,-0.0494251,-0.0448095,-0.00651837,-0.00651837,-0.00307664}"
28036071@1_0-28036071@1_21,28036071@1,Lee Davies-Slack Alice,,0.242,"{Lee,Davies,Lee,Davies,is,an,English,drummer,who,has,worked,with,artists,such,as,Jerry,Donahue,"","",Lucie,Silvas,and,Slack,Alice,and,has,carried,out,session,work,for,Warner,Bros.,.}",0,2,21,2,2,"{people_between_bucket=2,NGRAM_1_[artist],NGRAM_1_[english],NGRAM_1_[work],NGRAM_1_[drummer],""NGRAM_2_[english drummer]""}","{-1.89504,0.258902,0.204741,0.180371,0.0510893,0.0100299}"
5340191@17_0-5340191@17_6,5340191@17,Nishkulanand Swami-Bhaktachintamani,,0.328,"{Nishkulanand,Swami,composed,a,scripture,named,Bhaktachintamani,"","",which,describes,the,life,of,Swaminarayan,along,with,his,sermons,and,his,activities,.}",0,2,6,1,1,"{people_between_bucket=0,NGRAM_1_[scripture],NGRAM_1_[compose],""BETW_L_[nsubj dobj vmod dobj]"",""BETW_[nsubj compose dobj scripture vmod name dobj]"",""BETW_D_[nsubj compose dobj scripture vmod name dobj]""}","{-0.793769,0.0905492,0.0474439,0.0118176,-0.0111676,-0.0111676}"
34850319@32_0-34850319@32_6,34850319@32,Nimr al-Nimr-Gfoeller,,0.18,"{Al-Nimr,was,described,by,US,diplomat,Gfoeller,as,``,gaining,popularity,locally,'',in,2008,.}",0,1,6,1,1,"{people_between_bucket=0,NGRAM_1_[describe],NGRAM_1_[diplomat],""BETW_L_[nsubjpass agent]"",""BETW_D_[nsubjpass describe agent]"",""BETW_[nsubjpass describe agent]""}","{-0.793769,-0.743852,0.242453,-0.103151,0.00114686,0.00114686}"
43157034@21_0-43157034@21_10,43157034@21,George Freeman Bragg-Mahone,,0.294,"{Bragg,then,turned,his,attention,to,politics,"","",working,at,Mahone,'s,headquarters,.}",0,1,10,1,1,"{people_between_bucket=0,NGRAM_1_[work],NGRAM_1_[politics],NGRAM_1_[turn],NGRAM_1_[attention],""BETW_L_[nsubj vmod prep_at poss]""}","{-0.793769,0.180371,-0.124637,-0.105429,0.043757,0.00256896}"
1381764@114_0-1381764@114_18,1381764@114,Shani Davis-Mark Tuitert,,0.088,"{Davis,won,a,silver,medal,at,the,""1,500"",m,distance,"","",being,defeated,for,the,gold,medal,by,Mark,Tuitert,of,the,Netherlands,.}",0,1,18,2,2,"{people_between_bucket=0,NGRAM_1_[defeat],NGRAM_1_[win],NGRAM_1_[m],NGRAM_1_[medal],NGRAM_1_[silver]}","{-0.793769,-0.618167,-0.298907,-0.289407,-0.170663,0.0824938}"
5739062@23_0-5739062@23_3,5739062@23,Sun Ben-Sun Fu,,0.764,"{Sun,Ben,and,Sun,Fu,led,the,attack,against,Liu,Xun,"","",easily,scoring,a,victory,.}",0,2,3,2,2,"{people_between_bucket=0,BETW_[conj_and],BETW_L_[conj_and],BETW_D_[conj_and]}","{-0.793769,0.620813,0.618633,0.617181}"
231356@138_20-231356@138_0,231356@138,Joel Teitelbaum-Feinstein,,0.364,"{Feinstein,held,that,the,``,mechitza,'',need,go,only,up,to,the,shoulders,of,the,average,woman,"","",while,Teitelbaum,opined,that,the,``,mechitza,'',should,not,allow,women,to,be,seen,at,all,.}",20,1,0,1,1,"{INV_NGRAM_1_[hold],INV_NGRAM_1_[go],INV_NGRAM_1_[woman],INV_NGRAM_1_[average],INV_NGRAM_1_[need],""INV_BETW_L_[nsubj advcl ccomp nsubj]""}","{-0.353847,-0.239413,0.129485,-0.0559252,-0.0421504,-0.0188271}"
21909238@14_0-21909238@14_20,21909238@14,Harriet Bosse-Anne-Marie Heinrich Bosse,,0.216,"{Bosse,was,born,in,Norway,'s,capital,Kristiania,"","",today,called,Oslo,"","",as,the,thirteenth,of,fourteen,children,of,Anne-Marie,and,Johann,Heinrich,Bosse,.}",0,1,20,3,3,"{people_between_bucket=0,NGRAM_1_[child],NGRAM_1_[bear],NGRAM_1_['s],NGRAM_1_[call],""NGRAM_2_['s capital]""}","{-0.793769,-0.238377,-0.227808,-0.0815833,0.0733519,-0.0490047}"
25301971@6_11-25301971@6_22,25301971@6,William Bondy-Julius M. Mayer,,0.218,"{On,February,28,"","",1923,"","",President,Warren,G.,Harding,nominated,Bondy,to,the,Southern,District,bench,to,a,seat,vacated,by,Julius,M.,Mayer,.}",11,1,22,3,3,"{people_between_bucket=0,NGRAM_1_[seat],NGRAM_1_[bench],""NGRAM_2_[seat vacate]"",NGRAM_1_[vacate],""BETW_L_[dobj prep_to vmod agent]""}","{-0.793769,-0.227922,-0.0860679,-0.0400853,-0.0228117,-0.013117}"
11604608@36_19-11604608@36_7,11604608@36,Satish Chandra Mukherjee-Jivatram Kripalani,,0.382,"{Another,professor,of,the,same,university,"","",Jivatram,Kripalani,"","",introduced,him,to,Mohandas,Karamchand,Gandhi,"","",who,held,Satish,Chandra,so,high,that,whenever,Gandhi,went,to,Varanasi,"","",he,spent,some,time,with,Satish,Chandra,.}",19,2,7,2,2,"{INV_NGRAM_1_[hold],INV_NGRAM_1_[introduce],""INV_BETW_L_[dobj rcmod prep_to nsubj prep_of appos]""}","{-0.353847,-0.0710482,-6.39177e-06}"
5635843@40_9-5635843@40_11,5635843@40,E. Parry Thomas-Mack,,0.74,"{His,two,sons,"","",Peter,and,Tom,"","",manage,Thomas,&,Mack,"","",the,family,real,estate,development,firm,in,Las,Vegas,.}",9,1,11,1,1,"{people_between_bucket=0,BETW_[conj_and],BETW_L_[conj_and],BETW_D_[conj_and]}","{-0.793769,0.620813,0.618633,0.617181}"
30159657@7_11-30159657@7_15,30159657@7,Leonora Sansay-Mary,,0.306,"{Rosa,and,William,Hassel,had,two,children,of,their,own,"","",Sansay,'s,half-siblings,"","",Mary,-LRB-,born,November,12,"","",1781,-RRB-,and,William,-LRB-,born,December,24,"","",1784,-RRB-,.}",11,1,15,1,1,"{people_between_bucket=0,NGRAM_1_['s],""BETW_L_[poss conj_and]"",""BETW_D_[poss half-sibling conj_and]"",""BETW_[poss half-sibling conj_and]"",""NGRAM_2_['s half-sibling]""}","{-0.793769,-0.0815833,0.0411556,0.00501703,0.00501703,0.00501703}"
1086295@46_37-1086295@46_22,1086295@46,Josephine of Leuchtenberg-Oscar,,0.504,"{They,arrived,in,Manilla,outside,Stockholm,13,June,1823,"","",where,they,were,welcomed,by,King,Charles,XIV,John,"","",Crown,Prince,Oscar,"","",military,salutes,and,great,crowds,"","",and,escorted,to,Haga,Palace,"","",where,Josephine,was,embraced,by,Princess,Sophie,Albertine,of,Sweden,.}",37,1,22,1,1,"{INV_NGRAM_1_[great],INV_NGRAM_1_[military],INV_NGRAM_1_[crowd],INV_NGRAM_1_[escort],INV_NGRAM_1_[salute],""INV_NGRAM_2_[great crowd]""}","{0.174633,-0.146633,-0.0499346,0.0408416,0.0179201,-0.0103686}"
34690982@70_4-34690982@70_7,34690982@70,Sjumandjaja-Tuti Kirana,t,1,"{After,divorcing,Utoyo,"","",Sjumandjaja,married,actress,Tuti,Kirana,before,the,release,of,``,Si,Doel,Anak,Betawi,'',.}",4,1,7,2,2,"{NGRAM_1_[marry],NGRAM_1_[actress],""BETW_D_[nsubj marry dobj]"",""BETW_[nsubj marry dobj]"",""BETW_L_[nsubj dobj]"",people_between_bucket=0}","{3.70834,1.70451,1.65159,1.65086,0.934511,-0.793769}"
2986483@254_4-2986483@254_9,2986483@254,Greg Inglis-Sally Robinson,t,0.966,"{In,October,2006,"","",Inglis,began,a,relationship,with,Sally,Robinson,.}",4,1,9,2,2,"{NGRAM_1_[relationship],""BETW_L_[nsubj dobj prep_with]"",people_between_bucket=0,NGRAM_1_[begin],""BETW_[nsubj begin dobj relationship prep_with]"",""BETW_D_[nsubj begin dobj relationship prep_with]""}","{2.04579,1.35749,-0.793769,0.700851,0.0636797,0.0636797}"
43817437@5_0-43817437@5_14,43817437@5,Stephanie Mingo-Bernard,,0.338,"{Mingo,had,been,the,third,generation,of,her,family,to,reside,in,the,St.,Bernard,public,housing,development,"","",the,second,largest,housing,project,in,the,city,.}",0,1,14,1,1,"{people_between_bucket=0,NGRAM_1_[family],NGRAM_1_[third],NGRAM_1_[reside],NGRAM_1_[generation],""BETW_D_[nsubj generation vmod reside prep_in development nn]""}","{-0.793769,0.113598,-0.11317,0.0440931,-0.0353761,-0.00331651}"
