relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length,p2_length,features,weights
1760829@45_0-1760829@45_24,1760829@45,Tom Harrell-Gerard,,0.042,"{Harrell,'s,work,as,composer,and,jazz,soloist,has,been,published,in,books,by,Hal,Leonard,"","",Jamey,Aebersold,"","",Sher,Music,"","",and,Gerard,and,Sarzin,.}",0,1,24,1,1,"{LENGTHS_[1_1],W_NER_L_1_R_1_[O]_[O],NGRAM_1_[as],NGRAM_1_[be],NGRAM_1_[in],NGRAM_1_[and]}","{-1.69942,-0.894855,-0.680385,0.616367,-0.611804,0.558553}"
16294@119_27-16294@119_67,16294@119,Jahangir-Salim Chishti,,0.95,"{Sher,Afgan,had,killed,in,rebellion,-LRB-,after,having,learned,of,Jahangir,'s,orders,to,have,him,slain,to,possess,his,beautiful,wife,Mehr,Un,Nisaa,as,Jahangir,yearned,for,her,much,earlier,than,her,wedding,to,Sher,Afgan,-RRB-,"","",the,governor,of,Bengal,Qutubuddin,Koka,who,was,instructed,secretly,by,Jahangir,in,his,quest,and,who,also,was,the,emperor,'s,foster,brother,and,Sheikh,Salim,Chishti,'s,grandson,and,consequently,had,been,slain,by,the,guards,of,the,Governor,.}",27,1,67,2,2,"{NGRAM_1_[brother],W_NER_L_1_R_1_[O]_[O],LENGTHS_[1_2],NGRAM_1_[for],NGRAM_1_[in],NGRAM_1_[and]}","{3.57238,-0.894855,0.786038,-0.723081,-0.611804,0.558553}"
11517513@31_4-11517513@31_19,11517513@31,Fleur Cowles-Elizabeth II,,0.126,"{In,later,decades,"","",Cowles,served,on,various,government,committees,and,represented,Dwight,D.,Eisenhower,at,the,coronation,of,Elizabeth,II,.}",4,1,19,2,2,"{W_NER_L_1_R_1_[O]_[O],NGRAM_1_[at],LENGTHS_[1_2],NGRAM_1_[and],STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[on]}","{-0.894855,-0.872397,0.786038,0.558553,-0.387882,-0.338218}"
296604@44_0-296604@44_23,296604@44,Menelik II-Solomon,,0.012,"{Menelik,"","",and,later,his,daughter,Zauditu,"","",would,be,the,last,Ethiopian,monarchs,who,could,claim,uninterrupted,direct,male,descent,from,King,Solomon,and,the,Queen,of,Sheba,-LRB-,both,Lij,Iyasu,and,Emperor,Haile,Selassie,were,in,the,female,line,"","",Iyasu,through,his,mother,Shewarega,Menelik,"","",and,Haile,Selassie,through,his,paternal,grandmother,"","",Tenagnework,Sahle,Selassie,-RRB-,.}",0,1,23,1,1,"{LENGTHS_[1_1],W_NER_L_1_R_1_[O]_[O],NGRAM_1_[be],NGRAM_1_[and],""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True]}","{-1.69942,-0.894855,0.616367,0.558553,-0.390824,-0.387882}"
3521306@121_0-3521306@121_13,3521306@121,Mao Asada-Eric Bompard,,0,"{Asada,was,assigned,to,the,2010,NHK,Trophy,and,the,2010,Troph,e,Eric,Bompard,ISU,Grand,Prix,events,.}",0,1,13,2,2,"{W_NER_L_1_R_1_[O]_[O],LENGTHS_[1_2],NGRAM_1_[be],NGRAM_1_[and],STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[e]}","{-0.894855,0.786038,0.616367,0.558553,-0.387882,-0.378107}"
36207412@3_0-36207412@3_41,36207412@3,Brian Jude-Scott Allen Miller,,0.434,"{Brian,Jude,was,born,on,August,21,"","",1971,"","",in,Long,Branch,"","",New,Jersey,and,grew,up,in,Howell,Township,"","",New,Jersey,"","",where,he,attended,Howell,High,School,with,CBS,sportscaster,Bonnie,Bernstein,"","",talk,radio,personality,Scott,Allen,Miller,and,fine,artist,Jay,Alders,.}",0,2,41,3,3,"{W_NER_L_1_R_1_[O]_[O],LENGTHS_[2_3],NGRAM_1_[be],NGRAM_1_[in],NGRAM_1_[and],""NGRAM_2_[be bear]""}","{-0.894855,0.77964,0.616367,-0.611804,0.558553,0.438393}"
2491744@8_2-2491744@8_46,2491744@8,Zev Braun-Peter Sellers,,0.022,"{Some,of,Braun,'s,other,productions,in,the,1970s,include,:,``,Angela,'',"","",starring,Sophia,Loren,and,John,Huston,;,``,Freedom,Road,'',"","",starring,Muhammad,Ali,and,Kris,Kristofferson,;,and,``,The,Fiendish,Plot,of,Dr.,Fu,Manchu,'',"","",starring,Peter,Sellers,and,Helen,Mirren,.}",2,1,46,2,2,"{W_NER_L_1_R_1_[O]_[O],LENGTHS_[1_2],NGRAM_1_[in],NGRAM_1_[``],NGRAM_1_[and],""NGRAM_1_[,]""}","{-0.894855,0.786038,-0.611804,-0.569403,0.558553,-0.390824}"
144424@83_19-144424@83_23,144424@83,Baldwin I of Constantinople-Joan II,,0.032,"{In,any,case,"","",Baldwin,'s,other,brother,Philip,of,Namur,remained,as,regent,"","",and,eventually,both,of,Baldwin,'s,daughters,"","",Joan,and,Margaret,II,"","",were,to,rule,as,countesses,of,Flanders,.}",19,1,23,2,2,"{LENGTHS_[1_1],""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[daughter],""NGRAM_2_[daughter ,]"",""W_NER_L_2_R_2_[O O]_[PERSON PERSON]""}","{-1.69942,-0.390824,-0.387882,-0.20924,-0.149746,-0.127271}"
492474@154_0-492474@154_10,492474@154,Javagal Srinath-Mohammad Azharuddin,,0.164,"{Srinath,had,a,good,Test,batting,average,of,20.00,when,Mohammad,Azharuddin,was,Indian,captain,.}",0,1,10,2,2,"{W_NER_L_1_R_1_[O]_[O],LENGTHS_[1_3],""NGRAM_2_[have a]"",""W_NER_L_3_R_1_[MISC O O]_[O]"",NGRAM_1_[have],NGRAM_1_[a]}","{-0.894855,0.547592,0.523439,-0.479816,0.463153,-0.445243}"
4687436@29_0-4687436@29_8,4687436@29,Ed Doolan-George,,0.372,"{Doolan,would,talk,to,his,``,brother,'',George,``,live,'',from,Australia,on,the,phone,.}",0,1,8,1,1,"{NGRAM_1_[brother],LENGTHS_[1_1],W_NER_L_1_R_1_[O]_[O],NGRAM_1_[``],STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[he]}","{3.57238,-1.69942,-0.894855,-0.569403,-0.387882,0.387806}"
4988775@19_21-4988775@19_8,4988775@19,George Hakewill-Ayers,,0.01,"{By,a,brief,marriage,to,Mary,Ayer,or,Ayers,-LRB-,n,e,Delbridge,-RRB-,Hakewill,had,two,sons,"","",John,and,George,.}",21,1,8,1,1,"{INV_LENGTHS_[1_1],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_NGRAM_1_[-rrb-],""INV_NGRAM_1_[,]"",INV_W_NER_L_1_R_1_[O]_[O]}","{-1.69593,-0.96833,-0.866231,-0.502914,0.382263,-0.377028}"
10081293@2_5-10081293@2_2,10081293@2,Ernie Nestor-Frank Haith,,0.52,"{Head,coach,Frank,Haith,named,Nestor,to,this,post,in,April,"","",2011,.}",5,1,2,2,2,"{INV_LENGTHS_[1_2],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,""INV_BETW_L_[dobj nsubj]"",""INV_W_NER_L_3_R_2_[O O O]_[O O]"",INV_W_NER_L_1_R_1_[O]_[O]}","{1.17497,-0.96833,-0.866231,0.523128,0.40748,-0.377028}"
11646485@18_36-11646485@18_9,11646485@18,Matteo Garrone-Francesco Munzi,,0.698,"{While,other,contemporary,directors,like,Marco,Tullio,Giordana,"","",Francesco,Munzi,"","",Tonino,Zangardi,"","",Stefano,Reali,"","",Cristina,Comencini,and,Giuseppe,Tornatore,too,have,paid,attention,to,social,and,cultural,tensions,in,contemporary,Italy,"","",Matteo,Garrone,stands,out,for,his,visual,style,.}",36,2,9,2,2,"{INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_NGRAM_1_[to],""INV_NGRAM_1_[,]"",INV_W_NER_L_1_R_1_[O]_[O],INV_NGRAM_1_[have]}","{-0.96833,-0.866231,-0.392293,0.382263,-0.377028,-0.337838}"
26905534@1_0-26905534@1_10,26905534@1,Bashir Baghlani-Mohammad Yousuf,,0.31,"{Bashir,Baghlani,Bashir,Baghlani,-LRB-,1931,2007,-RRB-,"","",born,Mohammad,Yousuf,"","",was,a,politician,in,Afghanistan,affiliated,with,a,variety,of,factions,throughout,the,1980s,"","",1990s,"","",and,2000s,"","",who,filled,such,positions,as,Governor,of,Baghlan,Province,and,later,Farah,Province,.}",0,2,10,2,2,"{W_NER_L_1_R_1_[O]_[O],""W_LEMMA_L_1_R_1_[.]_[,]"",""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True],""W_NER_L_1_R_2_[O]_[O O]"",NGRAM_1_[bear]}","{-0.894855,0.841349,-0.390824,-0.387882,-0.301129,0.236015}"
22944182@11_0-22944182@11_9,22944182@11,"Richard Griffin, 3rd Baron Braybrooke-Samuel Pepys",,0.136,"{Braybrooke,was,the,editor,of,``,The,Diary,of,Samuel,Pepys,'',"","",published,in,1825,.}",0,1,9,2,2,"{W_NER_L_1_R_1_[O]_[O],NGRAM_1_[be],NGRAM_1_[``],STARTS_WITH_CAPITAL_[True_True],""W_NER_L_1_R_2_[O]_[O O]"",""W_NER_L_2_R_1_[DATE O]_[O]""}","{-0.894855,0.616367,-0.569403,-0.387882,-0.301129,-0.251739}"
2109745@42_0-2109745@42_14,2109745@42,Richard Mansfield-Jekyll,,0.072,"{Mansfield,was,performing,in,the,London,production,of,the,``,Strange,Case,of,Dr,Jekyll,and,Mr,Hyde,'',in,late,summer,early,autumn,1888,during,the,time,that,Jack,the,Ripper,was,murdering,prostitutes,in,London,.}",0,1,14,1,1,"{LENGTHS_[1_1],W_NER_L_1_R_1_[O]_[O],NGRAM_1_[be],NGRAM_1_[in],NGRAM_1_[``],STARTS_WITH_CAPITAL_[True_True]}","{-1.69942,-0.894855,0.616367,-0.611804,-0.569403,-0.387882}"
40652774@1_0-40652774@1_18,40652774@1,David Gonzalvez-Namika Lahti,,0.322,"{David,Gonzalvez,David,Gonzalvez,-LRB-,born,October,29,"","",1987,-RRB-,is,an,American,professional,basketball,player,for,Namika,Lahti,in,the,Korisliiga,.}",0,2,18,2,2,"{W_NER_L_1_R_1_[O]_[O],LENGTHS_[3_2],NGRAM_1_[for],NGRAM_1_[be],NGRAM_1_[american],""NGRAM_2_[-rrb- be]""}","{-0.894855,0.819547,-0.723081,0.616367,0.486752,0.45826}"
168615@84_0-168615@84_18,168615@84,Paulina Rubio-Craig Kilborn,,0.044,"{Rubio,appeared,on,``,The,Tonight,Show,with,Jay,Leno,'',"","",``,The,Late,Late,Show,with,Craig,Kilborn,'',"","",and,'','',"","",among,others,.}",0,1,18,2,2,"{W_NER_L_1_R_1_[O]_[O],LENGTHS_[1_2],NGRAM_1_[``],NGRAM_1_[show],""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True]}","{-0.894855,0.786038,-0.569403,0.552291,-0.390824,-0.387882}"
181970@50_0-181970@50_128,181970@50,Jack Teagarden-Louis Armstrong,f,0.008,"{Jack,Teagarden,'s,compositions,included,``,I,'ve,Got,`,It,','',with,David,Rose,"","",``,Shake,Your,Hips,'',"","",``,Big,T,Jump,'',"","",``,Swingin,',on,the,Teagarden,Gate,'',"","",``,Blues,After,Hours,'',"","",``,A,Jam,Session,at,Victor,'',"","",``,It,'s,So,Good,'',"","",``,Pickin,',For,Patsy,'',with,Allan,Reuss,"","",``,Texas,Tea,Party,'',with,Benny,Goodman,"","",``,I,'m,Gon,na,Stomp,Mr.,Henry,Lee,'',with,Eddie,Condon,"","",``,Big,T,Blues,'',"","",``,Dirty,Dog,'',"","",``,Makin,',Friends,'',with,Jimmy,McPartland,"","",``,That,'s,a,Serious,Thing,'',"","",and,'',`,Jack-Armstrong,',Blues,'',with,Louis,Armstrong,"","",recorded,on,December,7,"","",1944,"","",with,the,V-Disc,All-Stars,and,released,as,V-Disc,384A,in,March,"","",1945,.}",0,2,128,2,2,"{NGRAM_1_[that],W_NER_L_1_R_1_[O]_[O],NGRAM_1_[at],""W_LEMMA_L_1_R_1_[.]_[,]"",LENGTHS_[2_3],NGRAM_1_[for]}","{-1.15783,-0.894855,-0.872397,0.841349,0.77964,-0.723081}"
42527208@1_0-42527208@1_6,42527208@1,Kate Cocks-Fanny Kate Boadicea Cocks,,0.238,"{Kate,Cocks,Kate,Cocks,-LRB-,born,Fanny,Kate,Boadicea,Cocks,on,5,May,1875,"","",died,20,August,1954,-RRB-,was,welfare,worker,and,the,state,'s,first,policewoman,in,South,Australia,.}",0,2,6,4,4,"{W_NER_L_1_R_1_[O]_[O],""W_NER_L_1_R_3_[O]_[O DATE DATE]"",STARTS_WITH_CAPITAL_[True_True],""W_NER_L_2_R_1_[LOCATION O]_[O]"",NGRAM_1_[bear],W_LEMMA_L_1_R_1_[.]_[on]}","{-0.894855,-0.543266,-0.387882,0.263407,0.236015,0.196141}"
28787473@247_20-28787473@247_11,28787473@247,Raymond Delamarre-Georges Wybo,,0.556,"{The,hotel,had,been,built,between,1927,and,1928,by,architects,Georges,Wybo,and,Constant,Lefranc,and,over,the,years,Delamarre,was,to,execute,several,major,works,for,the,hotel,;,``,Frise,d,enfants,'',for,the,'',Salon,anglais,'',"","",``,La,Tentation,'',or,``,Adam,et,Eve,'',for,the,``,Salon,Chantilly,'',"","",two,eagles,for,an,atrium,in,the,hotel,and,the,``,Ronde,de,jeunes,filles,'',for,the,terrasse,garden,of,the,hotel,'s,``,suite,royale,'',.}",20,1,11,2,2,"{INV_LENGTHS_[1_2],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_W_NER_L_1_R_1_[O]_[O],INV_NGRAM_1_[the],""INV_BETW_L_[dep dep]""}","{1.17497,-0.96833,-0.866231,-0.377028,-0.332583,0.273582}"
24299919@8_15-24299919@8_26,24299919@8,Wilhelm Smith-Peter J. Walsh,,0.274,"{A,hose,was,run,to,the,tank,from,an,ammunition,handling,room,"","",of,which,Smith,was,in,charge,"","",and,one,sailor,"","",Ordinary,Seaman,Peter,J.,Walsh,"","",descended,into,the,tank,to,begin,cleaning,.}",15,1,26,3,3,"{W_NER_L_1_R_1_[O]_[O],LENGTHS_[1_2],NGRAM_1_[be],NGRAM_1_[in],NGRAM_1_[and],""NGRAM_1_[,]""}","{-0.894855,0.786038,0.616367,-0.611804,0.558553,-0.390824}"
10034923@42_2-10034923@42_18,10034923@42,Coirpre mac Néill-Coirpri,,0.056,"{Apart,from,Coirpre,himself,and,his,putative,grandson,T,athal,M,elgarb,"","",no,king,of,Cen,l,Coirpri,is,included,in,later,lists,of,High,Kings,of,Ireland,.}",2,1,18,1,1,"{LENGTHS_[1_1],W_NER_L_1_R_1_[O]_[O],""NGRAM_2_[and he]"",NGRAM_1_[and],""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True]}","{-1.69942,-0.894855,0.697986,0.558553,-0.390824,-0.387882}"
9372329@73_7-9372329@73_30,9372329@73,Su Dingfang-Baekje,,0.122,"{In,winter,660,"","",Emperor,Gaozong,ordered,Su,Dingfang,"","",as,well,as,other,generals,Qibi,Heli,-LRB-,-RRB-,"","",Liu,Boying,-LRB-,-RRB-,"","",and,Cheng,Minzhen,to,attack,Baekje,'s,ally,Goguryeo,.}",7,2,30,1,1,"{W_NER_L_1_R_1_[O]_[O],NGRAM_1_[as],NGRAM_1_[and],""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True],""NGRAM_2_[, as]""}","{-0.894855,-0.680385,0.558553,-0.390824,-0.387882,0.330195}"
35842599@28_3-35842599@28_30,35842599@28,Diogo Vasconcelos-D. Henrique,,0,"{In,2006,"","",Diogo,received,from,Portuguese,President,of,Republic,Jorge,Sampaio,one,of,his,country,s,highest,honours,for,his,work,"","",the,Commander,of,the,Order,of,Prince,D.,Henrique,.}",3,1,30,2,2,"{W_NER_L_1_R_1_[O]_[O],LENGTHS_[1_2],NGRAM_1_[for],""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[he]}","{-0.894855,0.786038,-0.723081,-0.390824,-0.387882,0.387806}"
2664396@24_4-2664396@24_9,2664396@24,Antonio Moreno-Alfred Moreno Monteagudo,t,0.774,"{Of,note,is,that,Moreno,was,the,half-brother,of,Alfred,Moreno,Monteagudo,"","",who,took,over,management,of,the,Los,Angeles,Biltmore,Hotel,in,the,1940s,.}",4,1,9,3,3,"{NGRAM_1_[half-brother],W_NER_L_1_R_1_[O]_[O],LENGTHS_[1_4],NGRAM_1_[be],STARTS_WITH_CAPITAL_[True_True],""W_NER_L_3_R_2_[O O O]_[O O]""}","{0.9778,-0.894855,0.729416,0.616367,-0.387882,-0.344708}"
